,Speed: 7,Speed: 14,Speed: 21
1749,9589.42,2645.29,1555.95
1750,9587.13,2645.54,1556.22
1751,9584.83,2645.79,1556.49
1752,9582.54,2646.03,1556.75
1753,9580.25,2646.28,1557.02
1754,9577.95,2646.52,1557.28
1755,9575.65,2646.77,1557.55
1756,9573.35,2647.01,1557.81
1757,9571.05,2647.25,1558.07
1758,9568.75,2647.49,1558.34
1759,9566.44,2647.73,1558.6
1760,9564.14,2647.97,1558.86
1761,9561.83,2648.21,1559.12
1762,9559.52,2648.45,1559.38
1763,9557.21,2648.68,1559.65
1764,9554.9,2648.92,1559.91
1765,9552.59,2649.15,1560.16
1766,9550.27,2649.39,1560.42
1767,9547.96,2649.62,1560.68
1768,9545.64,2649.86,1560.94
1769,9543.32,2650.09,1561.2
1770,9541,2650.32,1561.45
1771,9538.68,2650.55,1561.71
1772,9536.36,2650.78,1561.97
1773,9534.04,2651.01,1562.22
1774,9531.71,2651.24,1562.48
1775,9529.38,2651.46,1562.73
1776,9527.06,2651.69,1562.99
1777,9524.73,2651.92,1563.24
1778,9522.4,2652.14,1563.49
1779,9520.06,2652.36,1563.75
1780,9517.73,2652.59,1564
1781,9515.39,2652.81,1564.25
1782,9513.06,2653.03,1564.5
1783,9510.72,2653.25,1564.75
1784,9508.38,2653.47,1565
1785,9506.04,2653.69,1565.25
1786,9503.7,2653.91,1565.5
1787,9501.36,2654.13,1565.75
1788,9499.01,2654.34,1566
1789,9496.67,2654.56,1566.25
1790,9494.32,2654.78,1566.49
1791,9491.97,2654.99,1566.74
1792,9489.62,2655.2,1566.99
1793,9487.27,2655.42,1567.23
1794,9484.92,2655.63,1567.48
1795,9482.56,2655.84,1567.72
1796,9480.21,2656.05,1567.97
1797,9477.85,2656.26,1568.21
1798,9475.5,2656.47,1568.45
1799,9473.14,2656.68,1568.7
1800,9470.78,2656.89,1568.94
1801,9468.42,2657.09,1569.18
1802,9466.05,2657.3,1569.42
1803,9463.69,2657.5,1569.66
1804,9461.33,2657.71,1569.9
1805,9458.96,2657.91,1570.14
1806,9456.59,2658.11,1570.38
1807,9454.22,2658.32,1570.62
1808,9451.85,2658.52,1570.86
1809,9449.48,2658.72,1571.1
1810,9447.11,2658.92,1571.34
1811,9444.74,2659.12,1571.57
1812,9442.36,2659.31,1571.81
1813,9439.98,2659.51,1572.05
1814,9437.61,2659.71,1572.28
1815,9435.23,2659.9,1572.52
1816,9432.85,2660.1,1572.75
1817,9430.47,2660.29,1572.98
1818,9428.09,2660.49,1573.22
1819,9425.7,2660.68,1573.45
1820,9423.32,2660.87,1573.68
1821,9420.93,2661.06,1573.92
1822,9418.54,2661.25,1574.15
1823,9416.16,2661.44,1574.38
1824,9413.77,2661.63,1574.61
1825,9411.38,2661.82,1574.84
1826,9408.99,2662.01,1575.07
1827,9406.59,2662.19,1575.3
1828,9404.2,2662.38,1575.53
1829,9401.8,2662.57,1575.76
1830,9399.41,2662.75,1575.99
1831,9397.01,2662.93,1576.21
1832,9394.61,2663.12,1576.44
1833,9392.21,2663.3,1576.67
1834,9389.81,2663.48,1576.89
1835,9387.41,2663.66,1577.12
1836,9385.01,2663.84,1577.34
1837,9382.6,2664.02,1577.57
1838,9380.2,2664.2,1577.79
1839,9377.79,2664.37,1578.02
1840,9375.38,2664.55,1578.24
1841,9372.97,2664.73,1578.46
1842,9370.56,2664.9,1578.68
1843,9368.15,2665.08,1578.91
1844,9365.74,2665.25,1579.13
1845,9363.33,2665.42,1579.35
1846,9360.91,2665.59,1579.57
1847,9358.5,2665.77,1579.79
1848,9356.08,2665.94,1580.01
1849,9353.66,2666.11,1580.23
1850,9351.25,2666.28,1580.44
1851,9348.83,2666.44,1580.66
1852,9346.41,2666.61,1580.88
1853,9343.98,2666.78,1581.1
1854,9341.56,2666.94,1581.31
1855,9339.14,2667.11,1581.53
1856,9336.71,2667.27,1581.75
1857,9334.29,2667.44,1581.96
1858,9331.86,2667.6,1582.18
1859,9329.43,2667.76,1582.39
1860,9327,2667.93,1582.6
1861,9324.57,2668.09,1582.82
1862,9322.14,2668.25,1583.03
1863,9319.71,2668.41,1583.24
1864,9317.28,2668.57,1583.45
1865,9314.84,2668.72,1583.66
1866,9312.41,2668.88,1583.88
1867,9309.97,2669.04,1584.09
1868,9307.53,2669.19,1584.3
1869,9305.1,2669.35,1584.51
1870,9302.66,2669.5,1584.71
1871,9300.22,2669.66,1584.92
1872,9297.78,2669.81,1585.13
1873,9295.33,2669.96,1585.34
1874,9292.89,2670.11,1585.55
1875,9290.45,2670.26,1585.75
1876,9288,2670.41,1585.96
1877,9285.56,2670.56,1586.17
1878,9283.11,2670.71,1586.37
1879,9280.66,2670.86,1586.58
1880,9278.21,2671,1586.78
1881,9275.76,2671.15,1586.98
1882,9273.31,2671.3,1587.19
1883,9270.86,2671.44,1587.39
1884,9268.41,2671.58,1587.59
1885,9265.95,2671.73,1587.79
1886,9263.5,2671.87,1588
1887,9261.04,2672.01,1588.2
1888,9258.59,2672.15,1588.4
1889,9256.13,2672.29,1588.6
1890,9253.67,2672.43,1588.8
1891,9251.21,2672.57,1589
1892,9248.75,2672.71,1589.2
1893,9246.29,2672.85,1589.39
1894,9243.83,2672.98,1589.59
1895,9241.37,2673.12,1589.79
1896,9238.9,2673.25,1589.99
1897,9236.44,2673.39,1590.18
1898,9233.97,2673.52,1590.38
1899,9231.5,2673.66,1590.58
1900,9229.04,2673.79,1590.77
1901,9226.57,2673.92,1590.96
1902,9224.1,2674.05,1591.16
1903,9221.63,2674.18,1591.35
1904,9219.16,2674.31,1591.55
1905,9216.69,2674.44,1591.74
1906,9214.21,2674.57,1591.93
1907,9211.74,2674.69,1592.12
1908,9209.27,2674.82,1592.31
1909,9206.79,2674.95,1592.51
1910,9204.32,2675.07,1592.7
1911,9201.84,2675.2,1592.89
1912,9199.36,2675.32,1593.08
1913,9196.88,2675.44,1593.27
1914,9194.4,2675.57,1593.45
1915,9191.92,2675.69,1593.64
1916,9189.44,2675.81,1593.83
1917,9186.96,2675.93,1594.02
1918,9184.48,2676.05,1594.2
1919,9181.99,2676.17,1594.39
1920,9179.51,2676.28,1594.58
1921,9177.02,2676.4,1594.76
1922,9174.54,2676.52,1594.95
1923,9172.05,2676.63,1595.13
1924,9169.56,2676.75,1595.32
1925,9167.08,2676.86,1595.5
1926,9164.59,2676.98,1595.68
1927,9162.1,2677.09,1595.87
1928,9159.61,2677.2,1596.05
1929,9157.11,2677.32,1596.23
1930,9154.62,2677.43,1596.41
1931,9152.13,2677.54,1596.59
1932,9149.63,2677.65,1596.77
1933,9147.14,2677.75,1596.95
1934,9144.64,2677.86,1597.13
1935,9142.15,2677.97,1597.31
1936,9139.65,2678.08,1597.49
1937,9137.15,2678.18,1597.67
1938,9134.65,2678.29,1597.85
1939,9132.15,2678.39,1598.02
1940,9129.65,2678.5,1598.2
1941,9127.15,2678.6,1598.38
1942,9124.65,2678.7,1598.55
1943,9122.15,2678.8,1598.73
1944,9119.65,2678.91,1598.9
1945,9117.14,2679.01,1599.08
1946,9114.64,2679.11,1599.25
1947,9112.13,2679.21,1599.43
1948,9109.63,2679.3,1599.6
1949,9107.12,2679.4,1599.77
1950,9104.61,2679.5,1599.95
1951,9102.1,2679.59,1600.12
1952,9099.6,2679.69,1600.29
1953,9097.09,2679.79,1600.46
1954,9094.58,2679.88,1600.63
1955,9092.06,2679.97,1600.8
1956,9089.55,2680.07,1600.97
1957,9087.04,2680.16,1601.14
1958,9084.53,2680.25,1601.31
1959,9082.01,2680.34,1601.48
1960,9079.5,2680.43,1601.65
1961,9076.98,2680.52,1601.81
1962,9074.47,2680.61,1601.98
1963,9071.95,2680.7,1602.15
1964,9069.43,2680.78,1602.31
1965,9066.92,2680.87,1602.48
1966,9064.4,2680.96,1602.64
1967,9061.88,2681.04,1602.81
1968,9059.36,2681.13,1602.97
1969,9056.84,2681.21,1603.14
1970,9054.32,2681.29,1603.3
1971,9051.8,2681.38,1603.46
1972,9049.27,2681.46,1603.63
1973,9046.75,2681.54,1603.79
1974,9044.23,2681.62,1603.95
1975,9041.7,2681.7,1604.11
1976,9039.18,2681.78,1604.27
1977,9036.65,2681.86,1604.43
1978,9034.12,2681.94,1604.59
1979,9031.6,2682.01,1604.75
1980,9029.07,2682.09,1604.91
1981,9026.54,2682.16,1605.07
1982,9024.01,2682.24,1605.23
1983,9021.48,2682.31,1605.39
1984,9018.95,2682.39,1605.54
1985,9016.42,2682.46,1605.7
1986,9013.89,2682.53,1605.86
1987,9011.36,2682.61,1606.01
1988,9008.83,2682.68,1606.17
1989,9006.29,2682.75,1606.32
1990,9003.76,2682.82,1606.48
1991,9001.22,2682.89,1606.63
1992,8998.69,2682.95,1606.79
1993,8996.15,2683.02,1606.94
1994,8993.62,2683.09,1607.09
1995,8991.08,2683.15,1607.25
1996,8988.54,2683.22,1607.4
1997,8986.01,2683.29,1607.55
1998,8983.47,2683.35,1607.7
1999,8980.93,2683.41,1607.85
2000,8978.39,2683.48,1608
2001,8975.85,2683.54,1608.15
2002,8973.31,2683.6,1608.3
2003,8970.77,2683.66,1608.45
2004,8968.22,2683.72,1608.6
2005,8965.68,2683.78,1608.75
2006,8963.14,2683.84,1608.9
2007,8960.6,2683.9,1609.04
2008,8958.05,2683.96,1609.19
2009,8955.51,2684.01,1609.34
2010,8952.96,2684.07,1609.48
2011,8950.42,2684.13,1609.63
2012,8947.87,2684.18,1609.77
2013,8945.32,2684.24,1609.92
2014,8942.78,2684.29,1610.06
2015,8940.23,2684.34,1610.21
2016,8937.68,2684.4,1610.35
2017,8935.13,2684.45,1610.49
2018,8932.58,2684.5,1610.63
2019,8930.03,2684.55,1610.78
2020,8927.48,2684.6,1610.92
2021,8924.93,2684.65,1611.06
2022,8922.38,2684.7,1611.2
2023,8919.83,2684.74,1611.34
2024,8917.27,2684.79,1611.48
2025,8914.72,2684.84,1611.62
2026,8912.17,2684.88,1611.76
2027,8909.61,2684.93,1611.9
2028,8907.06,2684.97,1612.04
2029,8904.5,2685.02,1612.17
2030,8901.95,2685.06,1612.31
2031,8899.39,2685.1,1612.45
2032,8896.84,2685.15,1612.58
2033,8894.28,2685.19,1612.72
2034,8891.72,2685.23,1612.86
2035,8889.16,2685.27,1612.99
2036,8886.61,2685.31,1613.13
2037,8884.05,2685.35,1613.26
2038,8881.49,2685.38,1613.39
2039,8878.93,2685.42,1613.53
2040,8876.37,2685.46,1613.66
2041,8873.81,2685.49,1613.79
2042,8871.25,2685.53,1613.93
2043,8868.68,2685.57,1614.06
2044,8866.12,2685.6,1614.19
2045,8863.56,2685.63,1614.32
2046,8861,2685.67,1614.45
2047,8858.43,2685.7,1614.58
2048,8855.87,2685.73,1614.71
2049,8853.31,2685.76,1614.84
2050,8850.74,2685.79,1614.97
2051,8848.18,2685.82,1615.1
2052,8845.61,2685.85,1615.23
2053,8843.04,2685.88,1615.35
2054,8840.48,2685.91,1615.48
2055,8837.91,2685.93,1615.61
2056,8835.34,2685.96,1615.73
2057,8832.78,2685.99,1615.86
2058,8830.21,2686.01,1615.98
2059,8827.64,2686.04,1616.11
2060,8825.07,2686.06,1616.23
2061,8822.5,2686.08,1616.36
2062,8819.93,2686.11,1616.48
2063,8817.36,2686.13,1616.61
2064,8814.79,2686.15,1616.73
2065,8812.22,2686.17,1616.85
2066,8809.65,2686.19,1616.97
2067,8807.08,2686.21,1617.09
2068,8804.51,2686.23,1617.22
2069,8801.93,2686.25,1617.34
2070,8799.36,2686.27,1617.46
2071,8796.79,2686.28,1617.58
2072,8794.21,2686.3,1617.7
2073,8791.64,2686.32,1617.82
2074,8789.06,2686.33,1617.93
2075,8786.49,2686.35,1618.05
2076,8783.92,2686.36,1618.17
2077,8781.34,2686.37,1618.29
2078,8778.76,2686.38,1618.4
2079,8776.19,2686.4,1618.52
2080,8773.61,2686.41,1618.64
2081,8771.03,2686.42,1618.75
2082,8768.46,2686.43,1618.87
2083,8765.88,2686.44,1618.98
2084,8763.3,2686.45,1619.1
2085,8760.72,2686.46,1619.21
2086,8758.14,2686.46,1619.33
2087,8755.57,2686.47,1619.44
2088,8752.99,2686.48,1619.55
2089,8750.41,2686.48,1619.66
2090,8747.83,2686.49,1619.78
2091,8745.25,2686.49,1619.89
2092,8742.67,2686.5,1620
2093,8740.08,2686.5,1620.11
2094,8737.5,2686.5,1620.22
2095,8734.92,2686.51,1620.33
2096,8732.34,2686.51,1620.44
2097,8729.76,2686.51,1620.55
2098,8727.18,2686.51,1620.66
2099,8724.59,2686.51,1620.77
2100,8722.01,2686.51,1620.87
2101,8719.43,2686.51,1620.98
2102,8716.84,2686.5,1621.09
2103,8714.26,2686.5,1621.19
2104,8711.67,2686.5,1621.3
2105,8709.09,2686.49,1621.41
2106,8706.5,2686.49,1621.51
2107,8703.92,2686.48,1621.62
2108,8701.33,2686.48,1621.72
2109,8698.75,2686.47,1621.82
2110,8696.16,2686.46,1621.93
2111,8693.57,2686.46,1622.03
2112,8690.99,2686.45,1622.13
2113,8688.4,2686.44,1622.24
2114,8685.81,2686.43,1622.34
2115,8683.22,2686.42,1622.44
2116,8680.64,2686.41,1622.54
2117,8678.05,2686.4,1622.64
2118,8675.46,2686.38,1622.74
2119,8672.87,2686.37,1622.84
2120,8670.28,2686.36,1622.94
2121,8667.69,2686.35,1623.04
2122,8665.1,2686.33,1623.14
2123,8662.51,2686.32,1623.24
2124,8659.92,2686.3,1623.34
2125,8657.33,2686.28,1623.44
2126,8654.74,2686.27,1623.53
2127,8652.15,2686.25,1623.63
2128,8649.56,2686.23,1623.73
2129,8646.97,2686.21,1623.82
2130,8644.38,2686.19,1623.92
2131,8641.79,2686.17,1624.01
2132,8639.19,2686.15,1624.11
2133,8636.6,2686.13,1624.2
2134,8634.01,2686.11,1624.3
2135,8631.42,2686.09,1624.39
2136,8628.82,2686.07,1624.48
2137,8626.23,2686.04,1624.57
2138,8623.64,2686.02,1624.67
2139,8621.04,2685.99,1624.76
2140,8618.45,2685.97,1624.85
2141,8615.86,2685.94,1624.94
2142,8613.26,2685.92,1625.03
2143,8610.67,2685.89,1625.12
2144,8608.07,2685.86,1625.21
2145,8605.48,2685.83,1625.3
2146,8602.88,2685.81,1625.39
2147,8600.29,2685.78,1625.48
2148,8597.69,2685.75,1625.57
2149,8595.1,2685.72,1625.65
2150,8592.5,2685.68,1625.74
2151,8589.9,2685.65,1625.83
2152,8587.31,2685.62,1625.92
2153,8584.71,2685.59,1626
2154,8582.11,2685.55,1626.09
2155,8579.52,2685.52,1626.17
2156,8576.92,2685.49,1626.26
2157,8574.32,2685.45,1626.34
2158,8571.73,2685.41,1626.43
2159,8569.13,2685.38,1626.51
2160,8566.53,2685.34,1626.59
2161,8563.93,2685.3,1626.68
2162,8561.33,2685.27,1626.76
2163,8558.73,2685.23,1626.84
2164,8556.14,2685.19,1626.92
2165,8553.54,2685.15,1627.01
2166,8550.94,2685.11,1627.09
2167,8548.34,2685.07,1627.17
2168,8545.74,2685.02,1627.25
2169,8543.14,2684.98,1627.33
2170,8540.54,2684.94,1627.41
2171,8537.94,2684.9,1627.49
2172,8535.34,2684.85,1627.56
2173,8532.74,2684.81,1627.64
2174,8530.14,2684.76,1627.72
2175,8527.54,2684.72,1627.8
2176,8524.94,2684.67,1627.87
2177,8522.34,2684.62,1627.95
2178,8519.74,2684.57,1628.03
2179,8517.14,2684.53,1628.1
2180,8514.54,2684.48,1628.18
2181,8511.94,2684.43,1628.25
2182,8509.33,2684.38,1628.33
2183,8506.73,2684.33,1628.4
2184,8504.13,2684.28,1628.48
2185,8501.53,2684.23,1628.55
2186,8498.93,2684.17,1628.62
2187,8496.33,2684.12,1628.7
2188,8493.72,2684.07,1628.77
2189,8491.12,2684.01,1628.84
2190,8488.52,2683.96,1628.91
2191,8485.92,2683.9,1628.98
2192,8483.31,2683.85,1629.05
2193,8480.71,2683.79,1629.12
2194,8478.11,2683.74,1629.19
2195,8475.51,2683.68,1629.26
2196,8472.9,2683.62,1629.33
2197,8470.3,2683.56,1629.4
2198,8467.7,2683.5,1629.47
2199,8465.09,2683.44,1629.54
2200,8462.49,2683.38,1629.6
2201,8459.89,2683.32,1629.67
2202,8457.28,2683.26,1629.74
2203,8454.68,2683.2,1629.8
2204,8452.07,2683.14,1629.87
2205,8449.47,2683.08,1629.94
2206,8446.87,2683.01,1630
2207,8444.26,2682.95,1630.07
2208,8441.66,2682.88,1630.13
2209,8439.05,2682.82,1630.19
2210,8436.45,2682.75,1630.26
2211,8433.84,2682.69,1630.32
2212,8431.24,2682.62,1630.38
2213,8428.63,2682.55,1630.45
2214,8426.03,2682.48,1630.51
2215,8423.42,2682.41,1630.57
2216,8420.82,2682.35,1630.63
2217,8418.22,2682.28,1630.69
2218,8415.61,2682.2,1630.75
2219,8413,2682.13,1630.81
2220,8410.4,2682.06,1630.87
2221,8407.79,2681.99,1630.93
2222,8405.19,2681.92,1630.99
2223,8402.58,2681.85,1631.05
2224,8399.98,2681.77,1631.11
2225,8397.37,2681.7,1631.16
2226,8394.77,2681.62,1631.22
2227,8392.16,2681.55,1631.28
2228,8389.56,2681.47,1631.34
2229,8386.95,2681.39,1631.39
2230,8384.34,2681.32,1631.45
2231,8381.74,2681.24,1631.5
2232,8379.13,2681.16,1631.56
2233,8376.53,2681.08,1631.61
2234,8373.92,2681,1631.67
2235,8371.32,2680.92,1631.72
2236,8368.71,2680.84,1631.77
2237,8366.1,2680.76,1631.83
2238,8363.5,2680.68,1631.88
2239,8360.89,2680.6,1631.93
2240,8358.28,2680.52,1631.98
2241,8355.68,2680.43,1632.04
2242,8353.07,2680.35,1632.09
2243,8350.47,2680.27,1632.14
2244,8347.86,2680.18,1632.19
2245,8345.25,2680.1,1632.24
2246,8342.65,2680.01,1632.29
2247,8340.04,2679.92,1632.34
2248,8337.43,2679.84,1632.39
2249,8334.83,2679.75,1632.44
2250,8332.22,2679.66,1632.48
2251,8329.62,2679.57,1632.53
2252,8327.01,2679.48,1632.58
2253,8324.4,2679.39,1632.63
2254,8321.8,2679.3,1632.67
2255,8319.19,2679.21,1632.72
2256,8316.58,2679.12,1632.76
2257,8313.98,2679.03,1632.81
2258,8311.37,2678.94,1632.85
2259,8308.76,2678.84,1632.9
2260,8306.16,2678.75,1632.94
2261,8303.55,2678.66,1632.99
2262,8300.95,2678.56,1633.03
2263,8298.34,2678.47,1633.07
2264,8295.73,2678.37,1633.12
2265,8293.13,2678.28,1633.16
2266,8290.52,2678.18,1633.2
2267,8287.91,2678.08,1633.24
2268,8285.31,2677.98,1633.28
2269,8282.7,2677.89,1633.33
2270,8280.09,2677.79,1633.37
2271,8277.49,2677.69,1633.41
2272,8274.88,2677.59,1633.45
2273,8272.28,2677.49,1633.49
2274,8269.67,2677.39,1633.52
2275,8267.06,2677.28,1633.56
2276,8264.46,2677.18,1633.6
2277,8261.85,2677.08,1633.64
2278,8259.24,2676.98,1633.68
2279,8256.64,2676.87,1633.71
2280,8254.03,2676.77,1633.75
2281,8251.43,2676.66,1633.79
2282,8248.82,2676.56,1633.82
2283,8246.21,2676.45,1633.86
2284,8243.61,2676.35,1633.89
2285,8241,2676.24,1633.93
2286,8238.4,2676.13,1633.96
2287,8235.79,2676.02,1634
2288,8233.19,2675.91,1634.03
2289,8230.58,2675.81,1634.06
2290,8227.97,2675.7,1634.1
2291,8225.37,2675.59,1634.13
2292,8222.76,2675.47,1634.16
2293,8220.16,2675.36,1634.19
2294,8217.55,2675.25,1634.23
2295,8214.95,2675.14,1634.26
2296,8212.34,2675.03,1634.29
2297,8209.74,2674.91,1634.32
2298,8207.13,2674.8,1634.35
2299,8204.53,2674.69,1634.38
2300,8201.92,2674.57,1634.41
2301,8199.32,2674.45,1634.44
2302,8196.71,2674.34,1634.46
2303,8194.11,2674.22,1634.49
2304,8191.5,2674.11,1634.52
2305,8188.9,2673.99,1634.55
2306,8186.29,2673.87,1634.57
2307,8183.69,2673.75,1634.6
2308,8181.08,2673.63,1634.63
2309,8178.48,2673.51,1634.65
2310,8175.88,2673.39,1634.68
2311,8173.27,2673.27,1634.7
2312,8170.67,2673.15,1634.73
2313,8168.06,2673.03,1634.75
2314,8165.46,2672.91,1634.78
2315,8162.85,2672.78,1634.8
2316,8160.25,2672.66,1634.82
2317,8157.65,2672.54,1634.85
2318,8155.04,2672.41,1634.87
2319,8152.44,2672.29,1634.89
2320,8149.84,2672.16,1634.91
2321,8147.23,2672.04,1634.93
2322,8144.63,2671.91,1634.96
2323,8142.03,2671.78,1634.98
2324,8139.42,2671.66,1635
2325,8136.82,2671.53,1635.02
2326,8134.22,2671.4,1635.04
2327,8131.62,2671.27,1635.06
2328,8129.01,2671.14,1635.07
2329,8126.41,2671.01,1635.09
2330,8123.81,2670.88,1635.11
2331,8121.21,2670.75,1635.13
2332,8118.6,2670.62,1635.15
2333,8116,2670.49,1635.16
2334,8113.4,2670.35,1635.18
2335,8110.8,2670.22,1635.2
2336,8108.2,2670.09,1635.21
2337,8105.59,2669.95,1635.23
2338,8102.99,2669.82,1635.24
2339,8100.39,2669.68,1635.26
2340,8097.79,2669.55,1635.27
2341,8095.19,2669.41,1635.29
2342,8092.59,2669.27,1635.3
2343,8089.99,2669.14,1635.31
2344,8087.39,2669,1635.33
2345,8084.79,2668.86,1635.34
2346,8082.18,2668.72,1635.35
2347,8079.58,2668.58,1635.36
2348,8076.98,2668.44,1635.38
2349,8074.38,2668.3,1635.39
2350,8071.78,2668.16,1635.4
2351,8069.18,2668.02,1635.41
2352,8066.58,2667.88,1635.42
2353,8063.98,2667.74,1635.43
2354,8061.39,2667.59,1635.44
2355,8058.79,2667.45,1635.45
2356,8056.19,2667.31,1635.46
2357,8053.59,2667.16,1635.46
2358,8050.99,2667.02,1635.47
2359,8048.39,2666.87,1635.48
2360,8045.79,2666.73,1635.49
2361,8043.19,2666.58,1635.49
2362,8040.6,2666.43,1635.5
2363,8038,2666.29,1635.51
2364,8035.4,2666.14,1635.51
2365,8032.8,2665.99,1635.52
2366,8030.2,2665.84,1635.52
2367,8027.61,2665.69,1635.53
2368,8025.01,2665.54,1635.53
2369,8022.41,2665.39,1635.54
2370,8019.81,2665.24,1635.54
2371,8017.22,2665.09,1635.54
2372,8014.62,2664.94,1635.54
2373,8012.02,2664.79,1635.55
2374,8009.43,2664.63,1635.55
2375,8006.83,2664.48,1635.55
2376,8004.24,2664.33,1635.55
2377,8001.64,2664.17,1635.55
2378,7999.04,2664.02,1635.55
2379,7996.45,2663.86,1635.56
2380,7993.85,2663.71,1635.56
2381,7991.26,2663.55,1635.55
2382,7988.66,2663.39,1635.55
2383,7986.07,2663.24,1635.55
2384,7983.47,2663.08,1635.55
2385,7980.88,2662.92,1635.55
2386,7978.28,2662.76,1635.55
2387,7975.69,2662.6,1635.55
2388,7973.1,2662.44,1635.54
2389,7970.5,2662.28,1635.54
2390,7967.91,2662.12,1635.54
2391,7965.32,2661.96,1635.53
2392,7962.72,2661.8,1635.53
2393,7960.13,2661.64,1635.52
2394,7957.54,2661.47,1635.52
2395,7954.94,2661.31,1635.51
2396,7952.35,2661.15,1635.51
2397,7949.76,2660.98,1635.5
2398,7947.17,2660.82,1635.49
2399,7944.58,2660.65,1635.49
2400,7941.98,2660.49,1635.48
2401,7939.39,2660.32,1635.47
2402,7936.8,2660.15,1635.47
2403,7934.21,2659.99,1635.46
2404,7931.62,2659.82,1635.45
2405,7929.03,2659.65,1635.44
2406,7926.44,2659.48,1635.43
2407,7923.85,2659.31,1635.42
2408,7921.26,2659.14,1635.41
2409,7918.67,2658.97,1635.4
2410,7916.08,2658.8,1635.39
2411,7913.49,2658.63,1635.38
2412,7910.9,2658.46,1635.37
2413,7908.31,2658.29,1635.36
2414,7905.72,2658.12,1635.34
2415,7903.13,2657.94,1635.33
2416,7900.55,2657.77,1635.32
2417,7897.96,2657.6,1635.31
2418,7895.37,2657.42,1635.29
2419,7892.78,2657.25,1635.28
2420,7890.19,2657.07,1635.27
2421,7887.61,2656.9,1635.25
2422,7885.02,2656.72,1635.24
2423,7882.43,2656.54,1635.22
2424,7879.85,2656.37,1635.21
2425,7877.26,2656.19,1635.19
2426,7874.67,2656.01,1635.17
2427,7872.09,2655.83,1635.16
2428,7869.5,2655.65,1635.14
2429,7866.92,2655.47,1635.12
2430,7864.33,2655.29,1635.1
2431,7861.75,2655.11,1635.09
2432,7859.16,2654.93,1635.07
2433,7856.58,2654.75,1635.05
2434,7853.99,2654.57,1635.03
2435,7851.41,2654.38,1635.01
2436,7848.83,2654.2,1634.99
2437,7846.24,2654.02,1634.97
2438,7843.66,2653.83,1634.95
2439,7841.08,2653.65,1634.93
2440,7838.49,2653.46,1634.91
2441,7835.91,2653.28,1634.89
2442,7833.33,2653.09,1634.87
2443,7830.75,2652.91,1634.84
2444,7828.16,2652.72,1634.82
2445,7825.58,2652.53,1634.8
2446,7823,2652.35,1634.78
2447,7820.42,2652.16,1634.75
2448,7817.84,2651.97,1634.73
2449,7815.26,2651.78,1634.7
2450,7812.68,2651.59,1634.68
2451,7810.1,2651.4,1634.66
2452,7807.52,2651.21,1634.63
2453,7804.94,2651.02,1634.6
2454,7802.36,2650.83,1634.58
2455,7799.78,2650.63,1634.55
2456,7797.2,2650.44,1634.53
2457,7794.62,2650.25,1634.5
2458,7792.04,2650.06,1634.47
2459,7789.47,2649.86,1634.44
2460,7786.89,2649.67,1634.42
2461,7784.31,2649.47,1634.39
2462,7781.73,2649.28,1634.36
2463,7779.16,2649.08,1634.33
2464,7776.58,2648.89,1634.3
2465,7774,2648.69,1634.27
2466,7771.43,2648.49,1634.24
2467,7768.85,2648.29,1634.21
2468,7766.28,2648.1,1634.18
2469,7763.7,2647.9,1634.15
2470,7761.13,2647.7,1634.12
2471,7758.55,2647.5,1634.09
2472,7755.98,2647.3,1634.05
2473,7753.4,2647.1,1634.02
2474,7750.83,2646.9,1633.99
2475,7748.25,2646.7,1633.95
2476,7745.68,2646.5,1633.92
2477,7743.11,2646.29,1633.89
2478,7740.53,2646.09,1633.85
2479,7737.96,2645.89,1633.82
2480,7735.39,2645.68,1633.78
2481,7732.82,2645.48,1633.75
2482,7730.25,2645.28,1633.71
2483,7727.67,2645.07,1633.68
2484,7725.1,2644.87,1633.64
2485,7722.53,2644.66,1633.61
2486,7719.96,2644.45,1633.57
2487,7717.39,2644.25,1633.53
2488,7714.82,2644.04,1633.49
2489,7712.25,2643.83,1633.46
2490,7709.68,2643.62,1633.42
2491,7707.11,2643.42,1633.38
2492,7704.54,2643.21,1633.34
2493,7701.97,2643,1633.3
2494,7699.41,2642.79,1633.26
2495,7696.84,2642.58,1633.22
2496,7694.27,2642.37,1633.18
2497,7691.7,2642.15,1633.14
2498,7689.14,2641.94,1633.1
2499,7686.57,2641.73,1633.06
2500,7684,2641.52,1633.02
2501,7681.44,2641.3,1632.98
2502,7678.87,2641.09,1632.93
2503,7676.31,2640.88,1632.89
2504,7673.74,2640.66,1632.85
2505,7671.17,2640.45,1632.8
2506,7668.61,2640.23,1632.76
2507,7666.05,2640.02,1632.72
2508,7663.48,2639.8,1632.67
2509,7660.92,2639.58,1632.63
2510,7658.35,2639.37,1632.58
2511,7655.79,2639.15,1632.54
2512,7653.23,2638.93,1632.49
2513,7650.67,2638.71,1632.45
2514,7648.1,2638.49,1632.4
2515,7645.54,2638.27,1632.35
2516,7642.98,2638.05,1632.31
2517,7640.42,2637.83,1632.26
2518,7637.86,2637.61,1632.21
2519,7635.3,2637.39,1632.16
2520,7632.74,2637.17,1632.12
2521,7630.18,2636.95,1632.07
2522,7627.62,2636.72,1632.02
2523,7625.06,2636.5,1631.97
2524,7622.5,2636.28,1631.92
2525,7619.94,2636.05,1631.87
2526,7617.38,2635.83,1631.82
2527,7614.82,2635.6,1631.77
